식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D401-070000000-0001,소고기 국밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1070,소고기 국밥,107000,해당없음,10700000,해당없음,0,해당없음,100ml,66,11.5,2.3,0.56,,12.54,0.41,0.5,4.0,0.21,28.0,46.0,124.0,1.0,0.0,9.0,0.031,0.016,0.306,0.37,0.0,2.7,0.2,,3,식품의약품안전처,809ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-073000000-0001,양송이 덮밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1073,양송이 덮밥,107300,해당없음,10730000,해당없음,0,해당없음,100ml,93,24.2,1.9,0.65,,19.64,1.27,0.7,4.0,0.42,36.0,117.0,46.0,11.0,0.0,129.0,0.057,0.067,0.887,0.95,0.0,0.0,0.12,,3,식품의약품안전처,572ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-074000000-0001,열무 비빔밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1074,열무 비빔밥,107400,해당없음,10740000,해당없음,0,해당없음,100ml,84,20.1,2.5,0.51,,16.86,0.61,0.9,20.0,0.25,34.0,89.0,112.0,15.0,0.0,184.0,0.042,0.04,0.39,0.55,0.0,1.94,0.17,,3,식품의약품안전처,600ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-032640000-0001,잡곡밥_현미,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1032,잡곡밥,103264,현미,10326400,해당없음,0,해당없음,100ml,132,4.8,2.9,0.49,,28.08,0.15,1.1,6.0,0.58,54.0,92.0,3.0,0.0,0.0,2.0,0.087,0.024,0.594,0.08,0.0,0.0,0.11,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-033000000-0001,잡채밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1033,잡채밥,103300,해당없음,10330000,해당없음,0,해당없음,100ml,113,18.8,3.1,2.08,,19.65,0.61,0.7,9.0,0.37,41.0,90.0,81.0,27.0,0.0,319.0,0.064,0.04,0.475,1.96,0.02,3.49,0.4,,3,식품의약품안전처,572ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-034000000-0001,잡탕밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1034,잡탕밥,103400,해당없음,10340000,해당없음,0,해당없음,100ml,115,23.6,5.5,1.84,,18.63,0.27,0.8,8.0,0.29,74.0,120.0,88.0,2.0,0.0,18.0,0.066,0.057,0.701,0.63,0.53,30.41,0.37,,3,식품의약품안전처,550ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-035000000-0001,주먹밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1035,주먹밥,103500,해당없음,10350000,해당없음,0,해당없음,100ml,135,4.1,2.3,2.09,,25.52,0.88,0.7,10.0,0.15,39.0,32.0,105.0,0.0,0.0,0.0,0.034,0.037,0.361,0.0,0.0,0.0,0.36,,3,식품의약품안전처,291ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-035230000-0001,주먹밥_배추김치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1035,주먹밥,103523,배추김치,10352300,해당없음,0,해당없음,100ml,106,41.2,2.39,1.3,,20.81,0.79,1.2,16.0,0.42,29.0,56.0,144.0,8.0,0.0,98.0,0.031,0.05,0.323,0.99,0.0,0.0,0.19,,3,식품의약품안전처,320ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-035450000-0001,주먹밥_참치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1035,주먹밥,103545,참치,10354500,해당없음,0,해당없음,100ml,131,39.6,4.74,2.71,,21.16,0.63,0.8,13.0,1.05,40.0,59.0,150.0,6.0,0.0,75.0,0.027,0.048,1.206,0.49,0.58,3.98,0.38,,3,식품의약품안전처,300ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-036000000-0001,짜장밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1036,짜장밥,103600,해당없음,10360000,해당없음,0,해당없음,100ml,93,45.9,2.85,1.94,,15.58,2.14,1.1,11.0,0.36,36.0,87.0,180.0,7.0,5.0,29.0,0.044,0.07,0.324,2.31,0.07,13.49,0.43,,3,식품의약품안전처,520ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-037000000-0001,짬뽕밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1037,짬뽕밥,103700,해당없음,10370000,해당없음,0,해당없음,100ml,48,37.9,2.2,0.85,,7.6,0.56,0.6,10.0,0.42,34.0,57.0,89.0,10.0,2.0,92.0,0.017,0.022,0.214,1.27,0.21,13.49,0.21,,3,식품의약품안전처,1347m,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-038000000-0001,차조밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1038,차조밥,103800,해당없음,10380000,해당없음,0,해당없음,100ml,120,4.2,2.3,0.4,,25.66,0.17,0.8,3.0,0.15,38.0,34.0,1.0,0.0,0.0,0.0,0.051,0.011,0.353,0.0,0.0,0.0,0.1,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-040000000-0001,참치덮밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1040,참치덮밥,104000,해당없음,10400000,해당없음,0,해당없음,100ml,108,51.4,5.8,2.13,,15.91,2.05,1.2,12.0,1.44,44.0,122.0,341.0,15.0,0.0,181.0,0.031,0.058,1.848,1.65,0.98,6.14,0.28,,3,식품의약품안전처,580ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-041350000-0001,참치회덮밥_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1041,참치회덮밥,104135,양념장,10413500,해당없음,0,해당없음,100ml,76,37.4,4.73,0.81,,12.14,1.65,0.7,10.0,0.46,49.0,101.0,88.0,27.0,5.0,265.0,0.035,0.037,1.648,1.19,0.76,7.44,0.19,,3,식품의약품안전처,600ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-043000000-0001,충무김밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1043,충무김밥,104300,해당없음,10430000,해당없음,0,해당없음,100ml,128,30.0,3.5,1.9,,23.59,0.87,1.5,28.0,0.4,55.0,143.0,186.0,65.0,6.0,709.0,0.04,0.063,0.487,5.22,0.05,15.35,0.39,,3,식품의약품안전처,327ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-044140000-0001,카레라이스_돼지고기,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1044,카레라이스,104414,돼지고기,10441400,해당없음,0,해당없음,100ml,90,37.3,2.8,1.65,,15.73,1.3,0.9,6.0,0.41,30.0,101.0,76.0,15.0,0.0,178.0,0.07,0.026,0.435,1.25,0.03,3.44,0.59,,3,식품의약품안전처,600ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-044280000-0001,카레라이스_소고기,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1044,카레라이스,104428,소고기,10442800,해당없음,0,해당없음,100ml,113,18.9,2.7,2.48,,19.28,0.88,0.8,8.0,0.29,36.0,101.0,298.0,17.0,0.0,204.0,0.08,0.021,0.418,1.2,0.0,1.98,0.79,,3,식품의약품안전처,572ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-044480000-0001,카레라이스_채소,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1044,카레라이스,104448,채소,10444800,해당없음,0,해당없음,100ml,95,48.1,2.09,1.18,,18.96,1.82,1.2,9.0,0.47,25.0,107.0,94.0,15.0,0.0,183.0,0.049,0.019,0.276,1.92,0.0,0.06,0.5,,3,식품의약품안전처,650ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-046000000-0001,콩나물 국밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1046,콩나물 국밥,104600,해당없음,10460000,해당없음,0,해당없음,100ml,60,78.1,2.66,0.73,,10.69,0.42,0.8,22.0,0.43,36.0,54.0,58.0,10.0,8.0,29.0,0.03,0.049,0.387,0.33,0.11,19.77,0.2,,3,식품의약품안전처,830ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-046000000-0002,콩나물 국밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1046,콩나물 국밥,104600,해당없음,10460000,해당없음,0,해당없음,100ml,59,78.5,2.6,0.84,,10.22,0.22,0.7,22.0,0.32,36.0,52.0,57.0,9.0,7.0,29.0,0.029,0.039,0.323,0.33,0.07,18.69,0.22,,3,식품의약품안전처,830ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-047140000-0001,콩나물밥_돼지고기,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1047,콩나물밥,104714,돼지고기,10471400,해당없음,0,해당없음,100ml,91,20.1,3.3,0.84,,17.21,0.21,0.7,11.0,0.24,47.0,80.0,89.0,2.0,0.0,17.0,0.066,0.058,0.489,0.33,0.01,2.38,0.21,,3,식품의약품안전처,572ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-050000000-0001,현미밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1050,현미밥,105000,해당없음,10500000,해당없음,0,해당없음,100ml,120,4.2,2.3,0.38,,25.75,0.18,0.7,2.0,0.12,39.0,35.0,1.0,0.0,0.0,0.0,0.039,0.01,0.392,0.0,0.0,0.0,0.1,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017450000-0001,볶음밥_참치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101745,참치,10174500,해당없음,0,해당없음,100ml,120,53.3,6.58,2.72,,16.4,1.25,0.8,12.0,1.43,54.0,91.0,221.0,22.0,7.0,175.0,0.032,0.052,1.778,1.4,1.02,24.21,0.49,,3,식품의약품안전처,510ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-017480000-0001,볶음밥_채소,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101748,채소,10174800,해당없음,0,해당없음,100ml,115,25.5,2.9,1.69,,21.37,0.76,1.2,8.0,0.27,46.0,104.0,107.0,17.0,3.0,165.0,0.05,0.029,0.462,2.64,0.03,9.12,0.36,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017550000-0001,볶음밥_해물,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101755,해물,10175500,해당없음,0,해당없음,100ml,106,50.1,5.32,2.19,,15.38,1.08,0.7,13.0,0.71,69.0,76.0,140.0,27.0,12.0,182.0,0.032,0.065,0.467,0.93,0.57,51.87,0.54,,3,식품의약품안전처,500ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-017590000-0001,볶음밥_맛살,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101759,맛살,10175900,해당없음,0,해당없음,100ml,134,24.6,3.5,2.07,,24.28,1.04,0.9,37.0,0.26,50.0,63.0,243.0,24.0,6.0,218.0,0.041,0.031,0.433,0.74,0.05,16.5,0.42,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-018000000-0001,비빔밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1018,비빔밥,101800,해당없음,10180000,해당없음,0,해당없음,100ml,133,36.0,4.5,4.64,,17.68,1.1,1.1,16.0,0.63,66.0,158.0,134.0,67.0,13.0,646.0,0.056,0.11,0.507,3.16,0.1,34.15,1.34,,3,식품의약품안전처,530ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-018213500-0001,비빔밥_묵_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1018,비빔밥,101821,묵,10182135,양념장,0,해당없음,100ml,96,44.0,3.09,2.07,,16.34,1.44,1.3,20.0,0.61,48.0,142.0,265.0,56.0,10.0,544.0,0.066,0.079,0.419,2.18,0.15,25.66,0.42,,3,식품의약품안전처,580ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-018453500-0001,비빔밥_참치_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1018,비빔밥,101845,참치,10184535,양념장,0,해당없음,100ml,100,50.3,4.82,1.8,,16.11,1.72,1.1,18.0,1.06,49.0,121.0,192.0,34.0,7.0,318.0,0.041,0.065,1.111,1.85,0.62,21.05,0.35,,3,식품의약품안전처,600ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-019000000-0001,삼각김밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1019,삼각김밥,101900,해당없음,10190000,해당없음,0,해당없음,100ml,185,11.0,4.8,4.4,,30.58,0.24,1.2,11.0,0.3,64.0,82.0,179.0,13.0,1.0,148.0,0.043,0.051,1.419,1.44,0.47,3.92,0.67,,3,식품의약품안전처,94.5m,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-021000000-0001,수수밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1021,수수밥,102100,해당없음,10210000,해당없음,0,해당없음,100ml,122,4.3,2.4,0.4,,26.0,0.17,0.9,2.0,0.13,39.0,36.0,1.0,0.0,0.0,0.0,0.042,0.009,0.371,0.01,0.0,0.0,0.1,,3,식품의약품안전처,350ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-023000000-0001,알밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1023,알밥,102300,해당없음,10230000,해당없음,0,해당없음,100ml,86,34.3,2.3,1.45,,15.67,0.47,0.8,11.0,0.21,30.0,50.0,151.0,14.0,2.0,141.0,0.026,0.032,0.187,1.17,0.45,20.38,0.29,,3,식품의약품안전처,500ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-026000000-0001,영양돌솥밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1026,영양돌솥밥,102600,해당없음,10260000,해당없음,0,해당없음,100ml,119,6.9,2.43,0.44,,25.29,0.58,0.9,5.0,0.56,44.0,95.0,2.0,3.0,0.0,31.0,0.077,0.024,0.482,0.64,0.0,0.0,0.08,,3,식품의약품안전처,350ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-027000000-0001,오곡밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1027,오곡밥,102700,해당없음,10270000,해당없음,0,해당없음,100ml,144,5.1,3.4,0.65,,29.8,0.25,1.5,6.0,0.38,59.0,87.0,123.0,0.0,0.0,1.0,0.094,0.021,0.488,0.14,0.0,0.0,0.14,,3,식품의약품안전처,276ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-028000000-0001,오므라이스,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1028,오므라이스,102800,해당없음,10280000,해당없음,0,해당없음,100ml,117,44.6,3.64,3.33,,17.22,2.5,0.8,12.0,0.5,50.0,87.0,211.0,35.0,20.0,187.0,0.045,0.088,0.347,1.75,0.26,48.8,0.75,,3,식품의약품안전처,450ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-029350000-0001,우럭회덮밥_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1029,우럭회덮밥,102935,양념장,10293500,해당없음,0,해당없음,100ml,67,38.9,3.49,0.77,,11.47,1.55,0.8,15.0,0.33,45.0,109.0,64.0,26.0,0.0,314.0,0.035,0.058,0.185,1.26,0.6,1.85,0.14,,3,식품의약품안전처,750ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-030000000-0001,율무밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1030,율무밥,103000,해당없음,10300000,해당없음,0,해당없음,100ml,118,4.1,2.2,0.17,,25.56,0.01,0.3,2.0,0.48,33.0,58.0,2.0,0.0,0.0,1.0,0.073,0.009,0.407,0.0,0.0,0.0,0.05,,3,식품의약품안전처,270ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-032000000-0001,잡곡밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1032,잡곡밥,103200,해당없음,10320000,해당없음,0,해당없음,100ml,131,4.7,3.1,0.7,,27.13,0.31,1.4,7.0,0.31,49.0,74.0,1.0,0.0,0.0,2.0,0.037,0.025,0.389,0.1,0.0,0.0,0.16,,3,식품의약품안전처,250ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-032600000-0001,잡곡밥_보리,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1032,잡곡밥,103260,보리,10326000,해당없음,0,해당없음,100ml,137,4.9,3.1,0.65,,28.75,0.28,1.5,6.0,0.29,55.0,69.0,1.0,0.0,0.0,1.0,0.054,0.02,0.449,0.09,0.0,0.0,0.15,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-032606900-0001,잡곡밥_보리_흑미,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1032,잡곡밥,103260,보리,10326069,흑미,0,해당없음,100ml,135,4.8,3.0,0.62,,28.32,0.27,1.3,6.0,0.25,54.0,64.0,1.0,0.0,0.0,1.0,0.056,0.019,0.453,0.08,0.0,0.0,0.14,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-032620000-0001,잡곡밥_서리태,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1032,잡곡밥,103262,서리태,10326200,해당없음,0,해당없음,100ml,134,4.7,3.4,0.81,,27.35,0.35,1.5,8.0,0.33,59.0,87.0,1.0,0.0,0.0,2.0,0.052,0.028,0.441,0.17,0.0,0.0,0.17,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007450000-0001,김밥_참치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100745,참치,10074500,해당없음,0,해당없음,100ml,128,47.7,5.3,3.93,,17.49,0.57,1.1,18.0,0.4,62.0,96.0,175.0,35.0,7.0,334.0,0.043,0.068,1.407,3.4,0.63,22.86,0.64,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007450400-0001,김밥_참치_고추,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100745,참치,10074504,고추,0,해당없음,100ml,119,49.9,4.4,3.76,,16.42,0.5,1.3,16.0,0.38,57.0,93.0,136.0,34.0,7.0,321.0,0.051,0.063,1.122,4.84,0.5,20.31,0.68,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007455900-0001,김밥_참치_김치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100745,참치,10074559,김치,0,해당없음,100ml,125,56.4,5.4,4.45,,15.45,0.77,1.2,38.0,0.42,83.0,108.0,188.0,40.0,9.0,378.0,0.047,0.074,1.067,4.21,0.45,23.62,1.32,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007480000-0001,김밥_채소,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100748,채소,10074800,해당없음,0,해당없음,100ml,102,46.1,3.5,1.58,,18.05,0.59,1.1,16.0,0.32,46.0,78.0,153.0,35.0,7.0,337.0,0.044,0.061,0.4,3.87,0.06,19.56,0.38,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007490000-0001,김밥_치즈,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100749,치즈,10074900,해당없음,0,해당없음,100ml,122,48.7,4.6,2.96,,18.66,0.6,1.2,55.0,0.34,99.0,82.0,221.0,41.0,12.0,354.0,0.048,0.076,0.396,3.72,0.07,25.65,1.27,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007560000-0001,김밥_고추,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100756,고추,10075600,해당없음,0,해당없음,100ml,94,48.5,3.2,1.63,,16.5,0.65,1.3,17.0,0.33,44.0,84.0,152.0,38.0,7.0,371.0,0.047,0.062,0.392,5.09,0.06,18.31,0.37,,3,식품의약품안전처,400ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-007610000-0001,김밥_샐러리,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1007,김밥,100761,샐러리,10076100,해당없음,0,해당없음,100ml,130,26.4,2.8,4.2,,19.75,0.88,1.1,22.0,0.27,44.0,93.0,255.0,28.0,5.0,270.0,0.031,0.043,0.41,2.55,0.04,12.33,0.7,,3,식품의약품안전처,392ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-008350000-0001,넙치(광어)회덮밥_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1008,넙치(광어)회덮밥,100835,양념장,10083500,해당없음,0,해당없음,100ml,77,39.1,4.27,1.06,,12.64,1.92,0.8,18.0,0.35,53.0,119.0,85.0,24.0,0.0,292.0,0.036,0.046,0.199,1.4,0.61,7.03,0.16,,3,식품의약품안전처,510ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-009000000-0001,누룽지,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1009,누룽지,100900,해당없음,10090000,해당없음,0,해당없음,100ml,87,1.4,1.5,0.06,,19.17,0.24,1.0,4.0,0.13,17.0,19.0,1.0,0.0,0.0,0.0,0.016,0.007,0.327,0.0,0.0,0.0,0.02,,3,식품의약품안전처,600ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-011000000-0001,돌솥 비빔밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1011,돌솥 비빔밥,101100,해당없음,10110000,해당없음,0,해당없음,100ml,101,30.7,3.4,1.78,,17.46,1.05,1.2,29.0,0.53,54.0,116.0,93.0,30.0,11.0,235.0,0.053,0.064,0.451,1.35,0.09,26.99,0.42,,3,식품의약품안전처,575ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-011350000-0001,돌솥 비빔밥_양념장,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1011,돌솥 비빔밥,101135,양념장,10113500,해당없음,0,해당없음,100ml,86,44.2,2.81,2.07,,13.99,1.23,1.0,17.0,0.57,45.0,91.0,116.0,41.0,15.0,315.0,0.04,0.072,0.313,2.02,0.21,29.06,0.49,,3,식품의약품안전처,550ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-015000000-0001,묵밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1015,묵밥,101500,해당없음,10150000,해당없음,0,해당없음,100ml,70,97.4,2.6,0.74,,12.99,0.43,1.1,12.0,0.69,18.0,62.0,93.0,7.0,0.0,84.0,0.034,0.02,0.344,1.02,0.0,0.0,0.2,,3,식품의약품안전처,600ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-016000000-0001,보리밥,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1016,보리밥,101600,해당없음,10160000,해당없음,0,해당없음,100ml,117,4.3,2.6,0.44,,25.22,0.16,1.9,6.0,0.38,46.0,52.0,1.0,0.0,0.0,0.0,0.037,0.019,0.35,0.03,0.0,0.0,0.12,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017030000-0001,볶음밥_계란,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101703,계란,10170300,해당없음,0,해당없음,100ml,164,24.2,5.8,3.48,,26.2,0.22,1.6,18.0,0.78,91.0,87.0,111.0,31.0,31.0,1.0,0.061,0.101,0.402,0.02,0.26,77.03,0.91,,3,식품의약품안전처,300ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017071500-0001,볶음밥_김치_돼지고기,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101707,김치,10170715,돼지고기,0,해당없음,100ml,110,20.7,3.4,2.05,,18.62,0.53,1.0,9.0,0.17,45.0,96.0,85.0,4.0,0.0,51.0,0.071,0.032,0.525,0.6,0.02,3.57,0.4,,3,식품의약품안전처,438ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017140000-0001,볶음밥_돼지고기,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101714,돼지고기,10171400,해당없음,0,해당없음,100ml,113,21.9,3.8,2.44,,17.88,0.75,0.7,7.0,0.22,50.0,76.0,140.0,32.0,7.0,302.0,0.07,0.038,0.492,0.53,0.07,19.99,0.53,,3,식품의약품안전처,461ml,해당없음,3,산출,2024-01-31,2025-04-08,1471000,식품의약품안전처
D401-017234200-0001,볶음밥_배추김치_참치,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101723,배추김치,10172342,참치,0,해당없음,100ml,105,49.2,5.11,2.58,,14.6,1.13,1.0,16.0,1.1,49.0,91.0,192.0,21.0,11.0,126.0,0.028,0.069,1.145,1.1,0.73,30.35,0.53,,3,식품의약품안전처,510ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
D401-017260000-0001,볶음밥_새우,D,음식,4,외식(재료량 기반 산출함량),1,밥류,1017,볶음밥,101726,새우,10172600,해당없음,0,해당없음,100ml,105,43.5,4.86,2.25,,15.44,0.95,0.7,13.0,0.75,61.0,54.0,143.0,25.0,11.0,163.0,0.037,0.044,0.68,1.28,0.12,36.99,0.57,,3,식품의약품안전처,480ml,해당없음,3,산출,2022-11-30,2025-04-08,1471000,식품의약품안전처
